,name,m,lambda_r,epsilon,sigma
5935,"2,2-dichlorobutane",1,51.9445719134,729.783757224,5.88739014111e-10
5936,"2,2-dichlorobutane",2,15.8354022527,387.760046229,4.38105498365e-10
5937,"2,2-dichlorobutane",3,11.3566607645,264.513857899,3.73533012396e-10
5938,"2,2-dichlorobutane",4,9.6666285376,204.853407292,3.32712641116e-10
5939,"2,2-dichlorobutane",5,8.66474236711,167.547166203,3.03161139032e-10
5940,"2,2-dichlorobutane",6,7.99806795594,141.978141127,2.80412133282e-10
5941,"2,2-dichloroheptane",1,200.383135164,971.326028041,6.89015601896e-10
5942,"2,2-dichloroheptane",2,35.8329755613,598.819207814,5.12358250843e-10
5943,"2,2-dichloroheptane",3,18.2079928739,410.419475332,4.30717554051e-10
5944,"2,2-dichloroheptane",4,13.7909050837,312.793005367,3.83055294957e-10
5945,"2,2-dichloroheptane",5,11.7559454485,256.775345349,3.49690899982e-10
5946,"2,2-dichloroheptane",6,10.4301985092,217.521207234,3.23790844797e-10
5947,"2,2-dichlorohexane",1,126.075443297,904.234879928,6.60974343729e-10
5948,"2,2-dichlorohexane",2,29.4619710206,547.814034088,4.91559289966e-10
5949,"2,2-dichlorohexane",3,16.0934758283,370.276891465,4.1470022949e-10
5950,"2,2-dichlorohexane",4,12.6567335564,284.074857548,3.69046271745e-10
5951,"2,2-dichlorohexane",5,10.9138048721,232.929940377,3.36790708217e-10
5952,"2,2-dichlorohexane",6,9.77914838859,197.344763158,3.11750924296e-10
5953,"2,2-dichloropentane",1,64.282240609,787.588950792,6.2319035331e-10
5954,"2,2-dichloropentane",2,18.6536079548,438.875597121,4.62854799151e-10
5955,"2,2-dichloropentane",3,12.4870753127,296.232542303,3.93952436605e-10
5956,"2,2-dichloropentane",4,10.4380791965,229.361769299,3.50927141372e-10
5957,"2,2-dichloropentane",5,9.25087327862,187.676583788,3.19938195248e-10
5958,"2,2-dichloropentane",6,8.46795186387,159.003988932,2.95959790002e-10
5959,"2,2-dichloropropane",1,41.7160591193,651.10950191,5.51463201053e-10
5960,"2,2-dichloropropane",2,13.4948674183,328.540268845,4.11778524393e-10
5961,"2,2-dichloropropane",3,10.2636911749,226.241739846,3.51577941131e-10
5962,"2,2-dichloropropane",4,8.89012486603,174.927471325,3.13008130054e-10
5963,"2,2-dichloropropane",5,8.06926675617,143.058139825,2.84988626498e-10
5964,"2,2-dichloropropane",6,7.51676100875,121.302474773,2.63633416901e-10
5965,"2,2-dicyclohexylpropane",1,319.095195968,1170.95652859,7.65065422542e-10
5966,"2,2-dicyclohexylpropane",2,40.5023191591,725.316731018,5.6838957583e-10
5967,"2,2-dicyclohexylpropane",3,19.8393335463,502.732061493,4.77166324952e-10
5968,"2,2-dicyclohexylpropane",4,14.6037123439,381.810087039,4.2392402079e-10
5969,"2,2-dicyclohexylpropane",5,12.3529039209,313.605084363,3.87073558154e-10
5970,"2,2-dicyclohexylpropane",6,10.8862387097,265.608883673,3.5846525237e-10
5971,"2,2-difluoro-3-methylbutane",1,55.4685484712,596.718641413,5.91036470929e-10
5972,"2,2-difluoro-3-methylbutane",2,16.6457747773,321.929509798,4.39460795743e-10
5973,"2,2-difluoro-3-methylbutane",3,11.6991829269,218.865923334,3.74532620057e-10
5974,"2,2-difluoro-3-methylbutane",4,9.90394722284,169.521518055,3.33623267343e-10
5975,"2,2-difluoro-3-methylbutane",5,8.84560076502,138.664686014,3.04049050471e-10
5976,"2,2-difluoro-3-methylbutane",6,8.14347167848,117.492561222,2.81237462831e-10
5977,"2,2-difluorobutane",1,51.7048575851,588.505619522,5.50696157893e-10
5978,"2,2-difluorobutane",2,15.7802657239,312.354843105,4.09821291901e-10
5979,"2,2-difluorobutane",3,11.3327553758,213.125438399,3.49427596846e-10
5980,"2,2-difluorobutane",4,9.64995389759,165.053036506,3.11239758949e-10
5981,"2,2-difluorobutane",5,8.65201556938,134.994047937,2.83591474226e-10
5982,"2,2-difluorobutane",6,7.98782225886,114.393778205,2.6231087808e-10
5983,"2,2-difluoropentane",1,63.9555416641,653.676934939,5.89289727201e-10
5984,"2,2-difluoropentane",2,18.5801097545,363.871041399,4.37684340029e-10
5985,"2,2-difluoropentane",3,12.4595220177,245.660185742,3.72550654762e-10
5986,"2,2-difluoropentane",4,10.4196853507,190.210581651,3.31863431955e-10
5987,"2,2-difluoropentane",5,9.23695607445,155.638790015,3.02554403584e-10
5988,"2,2-difluoropentane",6,8.45684022774,131.861082027,2.79877771055e-10
5989,"2,2-difluoropropane",1,42.4506623059,519.725782302,5.05793853654e-10
5990,"2,2-difluoropropane",2,13.6617217207,263.317294109,3.77555138978e-10
5991,"2,2-difluoropropane",3,10.3473642001,181.220563614,3.22323278198e-10
5992,"2,2-difluoropropane",4,8.95055203949,140.145011806,2.86978349752e-10
5993,"2,2-difluoropropane",5,8.11581946681,114.6113415,2.61306800404e-10
5994,"2,2-difluoropropane",6,7.55452849495,97.1746323597,2.41721223878e-10
5995,"2,2-diiodo-3-methylbutane",1,50.76091376,953.894994451,6.49032845251e-10
5996,"2,2-diiodo-3-methylbutane",2,15.563195405,504.100351981,4.83122246804e-10
5997,"2,2-diiodo-3-methylbutane",3,11.237854615,344.274707161,4.11973452258e-10
5998,"2,2-diiodo-3-methylbutane",4,9.5836166835,266.60211133,3.66941293842e-10
5999,"2,2-diiodo-3-methylbutane",5,8.60135877036,218.044080239,3.34325815288e-10
6000,"2,2-diiodo-3-methylbutane",6,7.94702313131,184.776353375,3.09238039602e-10
6001,"2,2-diiodobutane",1,47.4193039897,911.920158781,6.27062127102e-10
6002,"2,2-diiodobutane",2,14.7959872496,474.228261227,4.67223995016e-10
6003,"2,2-diiodobutane",3,10.891876975,324.925442741,3.98588950754e-10
6004,"2,2-diiodobutane",4,9.33989134917,251.524875363,3.54979013973e-10
6005,"2,2-diiodobutane",5,8.41488946744,205.699963355,3.23354784266e-10
6006,"2,2-diiodobutane",6,7.79659450377,174.341900802,2.99094370344e-10
6007,"2,2-diiodopentane",1,58.196800318,970.203703735,6.56985989555e-10
6008,"2,2-diiodopentane",2,17.2715624428,529.159293401,4.88259150058e-10
6009,"2,2-diiodopentane",3,11.95325381,358.864981972,4.15976231277e-10
6010,"2,2-diiodopentane",4,10.0780108068,277.950525794,3.70548459039e-10
6011,"2,2-diiodopentane",5,8.9779360118,227.379368982,3.37744796422e-10
6012,"2,2-diiodopentane",6,8.24963101221,192.652554324,3.12411647506e-10
6013,"2,2-diiodopropane",1,39.0908869218,844.356411896,5.95156241539e-10
6014,"2,2-diiodopropane",2,12.9004622358,419.686813809,4.4498564023e-10
6015,"2,2-diiodopropane",3,9.9577857056,289.558678527,3.80070861089e-10
6016,"2,2-diiodopropane",4,8.66790251949,223.700648593,3.38298443307e-10
6017,"2,2-diiodopropane",5,7.89774580562,182.958310392,3.07933143048e-10
6018,"2,2-diiodopropane",6,7.37740594184,155.183980111,2.84886157774e-10
6019,"2,2-dimethyl,3,3-diethylhexane",1,132.742141735,941.52226463,7.36466256093e-10
6020,"2,2-dimethyl,3,3-diethylhexane",2,30.2533915762,572.093150167,5.47732920055e-10
6021,"2,2-dimethyl,3,3-diethylhexane",3,16.3500469166,387.273724946,4.61844427418e-10
6022,"2,2-dimethyl,3,3-diethylhexane",4,12.8003799763,296.860474331,4.10978142769e-10
6023,"2,2-dimethyl,3,3-diethylhexane",5,11.0207067035,243.449962192,3.75074780018e-10
6024,"2,2-dimethyl,3,3-diethylhexane",6,9.86228731228,206.256463711,3.47203334754e-10
6025,"2,2-dimethyl-1-butanol",1,6964.66529857,952.723035094,6.41238293736e-10
6026,"2,2-dimethyl-1-butanol",2,49.3599659605,584.297057135,4.74320145105e-10
6027,"2,2-dimethyl-1-butanol",3,23.0369499052,412.543863834,3.9769493398e-10
6028,"2,2-dimethyl-1-butanol",4,16.1479244679,313.383591793,3.52547588413e-10
6029,"2,2-dimethyl-1-butanol",5,13.4275548212,256.966879652,3.21938773415e-10
6030,"2,2-dimethyl-1-butanol",6,11.6956922665,217.503029281,2.98202438323e-10
6031,"2,2-dimethyl-1-propanethiol",1,61.1259318134,740.609809991,6.05969017795e-10
6032,"2,2-dimethyl-1-propanethiol",2,17.9398690772,408.328676555,4.50174912553e-10
6033,"2,2-dimethyl-1-propanethiol",3,12.2157100043,276.247987438,3.83364911955e-10
6034,"2,2-dimethyl-1-propanethiol",4,10.2560105658,213.935773632,3.41500267834e-10
6035,"2,2-dimethyl-1-propanethiol",5,9.1129961106,175.03159019,3.11306804433e-10
6036,"2,2-dimethyl-1-propanethiol",6,8.35777120778,148.294446088,2.87964953386e-10
6037,"2,2-dimethyl-3,3-diethylpentane",1,96.3500657947,903.463935008,7.11365128386e-10
6038,"2,2-dimethyl-3,3-diethylpentane",2,25.1046425243,535.69530474,5.28708156514e-10
6039,"2,2-dimethyl-3,3-diethylpentane",3,14.6907066786,359.780092044,4.47475591093e-10
6040,"2,2-dimethyl-3,3-diethylpentane",4,11.8386622683,277.267450762,3.98379641502e-10
6041,"2,2-dimethyl-3,3-diethylpentane",5,10.3036482971,227.159507798,3.63454394866e-10
6042,"2,2-dimethyl-3,3-diethylpentane",6,9.3019173612,192.454925909,3.3634737139e-10
6043,"2,2-dimethyl-3,4-diethylhexane",1,177.427254977,939.252919279,7.44489155647e-10
6044,"2,2-dimethyl-3,4-diethylhexane",2,34.3299199925,577.375357553,5.5368825204e-10
6045,"2,2-dimethyl-3,4-diethylhexane",3,17.697715317,394.319499104,4.6576515422e-10
6046,"2,2-dimethyl-3,4-diethylhexane",4,13.5269355001,300.960566209,4.14320633998e-10
6047,"2,2-dimethyl-3,4-diethylhexane",5,11.5604295149,246.998243524,3.78206098659e-10
6048,"2,2-dimethyl-3,4-diethylhexane",6,10.2798463585,209.248056523,3.50171467003e-10
6049,"2,2-dimethyl-3-butanone",1,96.9997127729,800.246666884,6.07601774438e-10
6050,"2,2-dimethyl-3-butanone",2,25.2163097482,474.820474987,4.51597525492e-10
6051,"2,2-dimethyl-3-butanone",3,14.7267940105,318.929707018,3.82178487433e-10
6052,"2,2-dimethyl-3-butanone",4,11.8604188349,245.759365591,3.40242491481e-10
6053,"2,2-dimethyl-3-butanone",5,10.3199108024,201.349914294,3.10416689178e-10
6054,"2,2-dimethyl-3-butanone",6,9.31469612812,170.588544658,2.872672639e-10
6055,"2,2-dimethyl-3-ethylheptane",1,154.286186284,909.483349156,7.277488829e-10
6056,"2,2-dimethyl-3-ethylheptane",2,32.4511794553,556.492088905,5.41279385038e-10
6057,"2,2-dimethyl-3-ethylheptane",3,17.0704633113,378.443385846,4.55777856904e-10
6058,"2,2-dimethyl-3-ethylheptane",4,13.1943971899,289.406099752,4.05517150269e-10
6059,"2,2-dimethyl-3-ethylheptane",5,11.313624857,237.434343582,3.70135001907e-10
6060,"2,2-dimethyl-3-ethylheptane",6,10.0893604258,201.154120013,3.42668723459e-10
6061,"2,2-dimethyl-3-ethyloctane",1,265.111720411,971.47171952,7.49363811843e-10
6062,"2,2-dimethyl-3-ethyloctane",2,38.8363852715,601.161237487,5.569517476e-10
6063,"2,2-dimethyl-3-ethyloctane",3,19.249938456,415.021659241,4.67750110356e-10
6064,"2,2-dimethyl-3-ethyloctane",4,14.3145447216,315.519763933,4.15727962087e-10
6065,"2,2-dimethyl-3-ethyloctane",5,12.1418147468,259.1224957,3.79566649377e-10
6066,"2,2-dimethyl-3-ethyloctane",6,10.7255011306,219.483178109,3.51493938058e-10
6067,"2,2-dimethyl-3-ethylpentane",1,81.8048536992,801.162982784,6.83563099928e-10
6068,"2,2-dimethyl-3-ethylpentane",2,22.3960974562,465.687660356,5.07777473783e-10
6069,"2,2-dimethyl-3-ethylpentane",3,13.8024685592,312.443923727,4.30746960146e-10
6070,"2,2-dimethyl-3-ethylpentane",4,11.2911127967,241.364229701,3.83600597308e-10
6071,"2,2-dimethyl-3-ethylpentane",5,9.89355509222,197.640645188,3.49888637375e-10
6072,"2,2-dimethyl-3-ethylpentane",6,8.97861981017,167.442676376,3.2373864042e-10
6073,"2,2-dimethyl-3-isopropylheptane",1,177.427254977,939.252919279,7.44489155647e-10
6074,"2,2-dimethyl-3-isopropylheptane",2,34.3299199925,577.375357553,5.5368825204e-10
6075,"2,2-dimethyl-3-isopropylheptane",3,17.697715317,394.319499104,4.6576515422e-10
6076,"2,2-dimethyl-3-isopropylheptane",4,13.5269355001,300.960566209,4.14320633998e-10
6077,"2,2-dimethyl-3-isopropylheptane",5,11.5604295149,246.998243524,3.78206098659e-10
6078,"2,2-dimethyl-3-isopropylheptane",6,10.2798463585,209.248056523,3.50171467003e-10
6079,"2,2-dimethyl-3-isopropylhexane",1,120.011901219,886.019358575,7.21843075138e-10
6080,"2,2-dimethyl-3-isopropylhexane",2,28.6887097339,535.097041822,5.36787169043e-10
6081,"2,2-dimethyl-3-isopropylhexane",3,15.8438608487,361.176586581,4.53099101299e-10
6082,"2,2-dimethyl-3-isopropylhexane",4,12.5152469873,277.323658456,4.03241467649e-10
6083,"2,2-dimethyl-3-isopropylhexane",5,10.8084494792,227.360984515,3.67980087814e-10
6084,"2,2-dimethyl-3-isopropylhexane",6,9.69707300045,192.627216012,3.40606969938e-10
6085,"2,2-dimethyl-3-octyne",1,151.23545588,932.945545511,7.05448329769e-10
6086,"2,2-dimethyl-3-octyne",2,32.1695566813,570.393463628,5.24693663517e-10
6087,"2,2-dimethyl-3-octyne",3,16.97739948,387.658853114,4.41884668841e-10
6088,"2,2-dimethyl-3-octyne",4,13.1442476483,296.542327985,3.93164938751e-10
6089,"2,2-dimethyl-3-octyne",5,11.2763690925,243.276333788,3.58855262435e-10
6090,"2,2-dimethyl-3-octyne",6,10.0605392414,206.104438863,3.32221453951e-10
6091,"2,2-dimethyl-3-pentanone",1,116.26429774,822.835867618,6.47321684025e-10
6092,"2,2-dimethyl-3-pentanone",2,28.1834204541,495.851009123,4.81342889879e-10
6093,"2,2-dimethyl-3-pentanone",3,15.6811772504,334.397933872,4.06444182374e-10
6094,"2,2-dimethyl-3-pentanone",4,12.4220993645,256.90045829,3.61735572542e-10
6095,"2,2-dimethyl-3-pentanone",5,10.7390538707,210.597066955,3.3009332452e-10
6096,"2,2-dimethyl-3-pentanone",6,9.64293629959,178.424491593,3.05529857063e-10
6097,"2,2-dimethyl-3-tert-butylhexane",1,106.221483396,917.974453148,7.30731325817e-10
6098,"2,2-dimethyl-3-tert-butylhexane",2,26.7175553983,549.298745631,5.43254261552e-10
6099,"2,2-dimethyl-3-tert-butylhexane",3,15.2101381473,369.613491544,4.59213624976e-10
6100,"2,2-dimethyl-3-tert-butylhexane",4,12.1481624191,284.389620709,4.087577129e-10
6101,"2,2-dimethyl-3-tert-butylhexane",5,10.5347920658,233.066623473,3.72966376395e-10
6102,"2,2-dimethyl-3-tert-butylhexane",6,9.483243321,197.461115194,3.45183369036e-10
6103,"2,2-dimethyl-3-thiapentane",1,62.6738677851,767.180311449,6.28636604249e-10
6104,"2,2-dimethyl-3-thiapentane",2,18.2908830802,425.246488215,4.66949470654e-10
6105,"2,2-dimethyl-3-thiapentane",3,12.3502445438,287.356556199,3.97549103635e-10
6106,"2,2-dimethyl-3-thiapentane",4,10.3465277866,222.516897885,3.54134041347e-10
6107,"2,2-dimethyl-3-thiapentane",5,9.18157662605,182.063649618,3.22842953262e-10
6108,"2,2-dimethyl-3-thiapentane",6,8.41260265687,154.250253441,2.9864122678e-10
6109,"2,2-dimethyl-4,4-diethylhexane",1,132.742141735,941.52226463,7.36466256093e-10
6110,"2,2-dimethyl-4,4-diethylhexane",2,30.2533915762,572.093150167,5.47732920055e-10
6111,"2,2-dimethyl-4,4-diethylhexane",3,16.3500469166,387.273724946,4.61844427418e-10
6112,"2,2-dimethyl-4,4-diethylhexane",4,12.8003799763,296.860474331,4.10978142769e-10
6113,"2,2-dimethyl-4,4-diethylhexane",5,11.0207067035,243.449962192,3.75074780018e-10
6114,"2,2-dimethyl-4,4-diethylhexane",6,9.86228731228,206.256463711,3.47203334754e-10
6115,"2,2-dimethyl-4-ethylheptane",1,154.286186284,893.287010532,7.30573683305e-10
6116,"2,2-dimethyl-4-ethylheptane",2,32.4511794553,546.581919223,5.43380393039e-10
6117,"2,2-dimethyl-4-ethylheptane",3,17.0704633113,371.7039582,4.57546985659e-10
6118,"2,2-dimethyl-4-ethylheptane",4,13.1943971899,284.252273466,4.07091189113e-10
6119,"2,2-dimethyl-4-ethylheptane",5,11.313624857,233.206045139,3.71571702846e-10
6120,"2,2-dimethyl-4-ethylheptane",6,10.0893604258,197.571910129,3.4399881241e-10
6121,"2,2-dimethyl-4-ethyloctane",1,265.111720411,952.845104339,7.53101308017e-10
6122,"2,2-dimethyl-4-ethyloctane",2,38.8363852715,589.634809278,5.59729577264e-10
6123,"2,2-dimethyl-4-ethyloctane",3,19.249938456,407.064197811,4.70083041598e-10
6124,"2,2-dimethyl-4-ethyloctane",4,14.3145447216,309.470112557,4.17801429798e-10
6125,"2,2-dimethyl-4-ethyloctane",5,12.1418147468,254.154183278,3.8145976041e-10
6126,"2,2-dimethyl-4-ethyloctane",6,10.7255011306,215.274894312,3.53247034788e-10
6127,"2,2-dimethyl-4-isopropylheptane",1,177.427254977,923.03301899,7.47439512469e-10
6128,"2,2-dimethyl-4-isopropylheptane",2,34.3299199925,567.404698387,5.55882478644e-10
6129,"2,2-dimethyl-4-isopropylheptane",3,17.697715317,387.510020181,4.6761094793e-10
6130,"2,2-dimethyl-4-isopropylheptane",4,13.5269355001,295.763296895,4.15962556785e-10
6131,"2,2-dimethyl-4-isopropylheptane",5,11.5604295149,242.732846207,3.79704902147e-10
6132,"2,2-dimethyl-4-isopropylheptane",6,10.2798463585,205.634564839,3.51559171268e-10
6133,"2,2-dimethyl-4-propylheptane",1,265.111720411,946.631192944,7.54579665905e-10
6134,"2,2-dimethyl-4-propylheptane",2,38.8363852715,585.78954792,5.60828341304e-10
6135,"2,2-dimethyl-4-propylheptane",3,19.249938456,404.409557675,4.71005827105e-10
6136,"2,2-dimethyl-4-propylheptane",4,14.3145447216,307.451925288,4.18621585111e-10
6137,"2,2-dimethyl-4-propylheptane",5,12.1418147468,252.496734897,3.8220857606e-10
6138,"2,2-dimethyl-4-propylheptane",6,10.7255011306,213.870994441,3.53940468108e-10
6139,"2,2-dimethyl-5-ethylheptane",1,154.286186284,901.392455827,7.29165703787e-10
6140,"2,2-dimethyl-5-ethylheptane",2,32.4511794553,551.541456072,5.42333177021e-10
6141,"2,2-dimethyl-5-ethylheptane",3,17.0704633113,375.076699619,4.56665189888e-10
6142,"2,2-dimethyl-5-ethylheptane",4,13.1943971899,286.831501895,4.0630663299e-10
6143,"2,2-dimethyl-5-ethylheptane",5,11.313624857,235.322093865,3.70855600748e-10
6144,"2,2-dimethyl-5-ethylheptane",6,10.0893604258,199.36462433,3.43335849463e-10
6145,"2,2-dimethyl-5-ethyloctane",1,265.111720411,956.987711936,7.5235859832e-10
6146,"2,2-dimethyl-5-ethyloctane",2,38.8363852715,592.198316851,5.59177571073e-10
6147,"2,2-dimethyl-5-ethyloctane",3,19.249938456,408.833957901,4.69619444961e-10
6148,"2,2-dimethyl-5-ethyloctane",4,14.3145447216,310.815570737,4.17389393369e-10
6149,"2,2-dimethyl-5-ethyloctane",5,12.1418147468,255.259148865,3.81083564193e-10
6150,"2,2-dimethyl-5-ethyloctane",6,10.7255011306,216.210827559,3.52898662006e-10
6151,"2,2-dimethyl-6-ethyloctane",1,265.111720411,965.257808125,7.50866030216e-10
6152,"2,2-dimethyl-6-ethyloctane",2,38.8363852715,597.315976129,5.58068245534e-10
6153,"2,2-dimethyl-6-ethyloctane",3,19.249938456,412.367019105,4.6868778949e-10
6154,"2,2-dimethyl-6-ethyloctane",4,14.3145447216,313.501576664,4.1656135459e-10
6155,"2,2-dimethyl-6-ethyloctane",5,12.1418147468,257.465047319,3.80327550805e-10
6156,"2,2-dimethyl-6-ethyloctane",6,10.7255011306,218.079278239,3.52198563292e-10
6157,"2,2-dimethyl-cis-3-hexene",1,62.9905827547,730.849043276,6.49287914918e-10
6158,"2,2-dimethyl-cis-3-hexene",2,18.3624802107,405.539166599,4.82277670267e-10
6159,"2,2-dimethyl-cis-3-hexene",3,12.3774247184,273.976683014,4.10576988369e-10
6160,"2,2-dimethyl-cis-3-hexene",4,10.3647547824,212.151287012,3.65738695321e-10
6161,"2,2-dimethyl-cis-3-hexene",5,9.19537827852,173.584744669,3.33426176335e-10
6162,"2,2-dimethyl-cis-3-hexene",6,8.42363082901,147.066301268,3.08432204116e-10
6163,"2,2-dimethyl-trans-3-hexene",1,62.9905827547,722.00870662,6.510174467e-10
6164,"2,2-dimethyl-trans-3-hexene",2,18.3624802107,400.633772259,4.83562330799e-10
6165,"2,2-dimethyl-trans-3-hexene",3,12.3774247184,270.662666069,4.11670657193e-10
6166,"2,2-dimethyl-trans-3-hexene",4,10.3647547824,209.585108925,3.66712926757e-10
6167,"2,2-dimethyl-trans-3-hexene",5,9.19537827852,171.485066773,3.34314335741e-10
6168,"2,2-dimethyl-trans-3-hexene",6,8.42363082901,145.287389979,3.09253786171e-10
6169,"2,2-dimethylbutanal",1,102.493759741,780.612710847,6.28639874236e-10
6170,"2,2-dimethylbutanal",2,26.1293264432,465.63563647,4.67310324279e-10
6171,"2,2-dimethylbutanal",3,15.0210485833,313.077034266,3.95194219597e-10
6172,"2,2-dimethylbutanal",4,12.0364023599,241.032720737,3.51794390199e-10
6173,"2,2-dimethylbutanal",5,10.4513743984,197.512010755,3.20977602898e-10
6174,"2,2-dimethylbutanal",6,9.41787962049,167.337797303,2.97056975652e-10
6175,"2,2-dimethylbutane",1,48.9413930545,610.19189023,5.9901369958e-10
6176,"2,2-dimethylbutane",2,15.1451374222,319.699530556,4.46117818407e-10
6177,"2,2-dimethylbutane",3,11.0514305132,218.726604751,3.80505888469e-10
6178,"2,2-dimethylbutane",4,9.45265247388,169.349372272,3.38894225798e-10
6179,"2,2-dimethylbutane",5,8.50123063837,138.499235576,3.08735570578e-10
6180,"2,2-dimethylbutane",6,7.86629563131,117.376717362,2.85569312421e-10
6181,"2,2-dimethylbutanenitrile",1,109.386129765,827.854639581,6.13757209425e-10
6182,"2,2-dimethylbutanenitrile",2,27.1977540941,496.576973846,4.56324470591e-10
6183,"2,2-dimethylbutanenitrile",3,15.3643932627,334.367564254,3.85594125273e-10
6184,"2,2-dimethylbutanenitrile",4,12.2385695639,257.143230963,3.43210431564e-10
6185,"2,2-dimethylbutanenitrile",5,10.6022352241,210.756605441,3.1316866992e-10
6186,"2,2-dimethylbutanenitrile",6,9.53602751249,178.559599257,2.89848255573e-10
6187,"2,2-dimethyldecane",1,502.947450273,1004.90474419,7.56080559879e-10
6188,"2,2-dimethyldecane",2,43.6726783357,622.302168712,5.61126913929e-10
6189,"2,2-dimethyldecane",3,20.977391714,434.465396399,4.70799040491e-10
6190,"2,2-dimethyldecane",4,15.154074874,329.614038652,4.17928101185e-10
